FAMI_TIENECOMPUTADOR,ESTU_GENERO,FAMI_TIENESERVICIOTV,FAMI_TIENEINTERNET,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENELAVADORA,FAMI_TIENEAUTOMOVIL,COLE_NATURALEZA,COLE_GENERO,COLE_CALENDARIO,FAMI_ESTRATOVIVIENDA,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_PERSONASHOGAR,EDAD,LAT_COLE,LON_COLE,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_INGLES
SI,F,SI,SI,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.213937185,-77.29197994,77.0,72.0,66.0,72.0,67.0
NO,F,SI,NO,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,17.0,1.21041513862,-77.2930489736,63.0,68.0,62.0,66.0,71.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.043322336,-77.57964413,52.0,66.0,53.0,62.0,51.0
SI,F,NO,SI,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.595457675,-77.01324728,67.0,80.0,62.0,71.0,68.0
SI,F,SI,SI,SI,SI,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,17.0,1.21099858688,-77.2847308544,68.0,60.0,72.0,69.0,67.0
SI,F,NO,SI,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.19303503758,-77.2707706665,60.0,58.0,62.0,68.0,67.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.21041513862,-77.2930489736,63.0,63.0,59.0,74.0,68.0
SI,F,SI,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.28456529089,-77.4718181555,42.0,50.0,58.0,56.0,60.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.148921713,-77.28386247,61.0,69.0,67.0,70.0,63.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.200598009,-77.2800236,60.0,60.0,63.0,58.0,59.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,0.870930755,-77.58903131,57.0,52.0,54.0,59.0,54.0
SI,F,SI,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.213937185,-77.29197994,66.0,67.0,59.0,67.0,75.0
SI,F,NO,SI,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.23491370137,-77.2666196822,62.0,65.0,67.0,67.0,72.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.427007,-77.08539,59.0,70.0,67.0,56.0,59.0
SI,F,SI,SI,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.207841955,-77.28933373,61.0,72.0,65.0,71.0,66.0
SI,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,0.918405843,-77.57122249,69.0,65.0,60.0,67.0,70.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.809818317,-78.76833269,47.0,54.0,51.0,40.0,43.0
SI,F,SI,SI,SI,SI,NO,NO OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,17.0,1.2159534288,-77.2817762165,70.0,57.0,65.0,62.0,52.0
SI,F,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,4.7309610574,-74.09610101,62.0,57.0,66.0,60.0,72.0
NO,F,SI,SI,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.28263812079,-77.4728645248,68.0,63.0,57.0,65.0,64.0
NO,F,SI,NO,SI,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,0.822931730622,-77.6343422846,74.0,61.0,72.0,66.0,62.0
SI,F,NO,SI,SI,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.804835849,-78.77926684,51.0,48.0,58.0,62.0,51.0
SI,F,SI,SI,NO,SI,NO,NO OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.353717599,-77.27686301,66.0,71.0,60.0,69.0,65.0
SI,F,NO,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.1995748,-77.25528317,58.0,56.0,50.0,49.0,64.0
SI,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,0.910000497,-77.78946493,64.0,60.0,61.0,67.0,64.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.20975605746,-77.2833058318,63.0,72.0,62.0,67.0,56.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.64583333333,-77.0238888889,73.0,74.0,66.0,71.0,67.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,19.0,4.6405845623,-74.16011724,64.0,65.0,61.0,70.0,59.0
SI,M,NO,SI,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.126324294,-77.55205639,57.0,72.0,59.0,69.0,54.0
SI,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,0.961331025723,-77.7304412821,60.0,60.0,60.0,59.0,52.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.207841955,-77.28933373,62.0,74.0,58.0,65.0,63.0
SI,M,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,18.0,1.19303503758,-77.2707706665,64.0,72.0,64.0,70.0,67.0
NO,M,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,19.0,1.79907429,-78.79095888,53.0,62.0,59.0,57.0,56.0
NO,M,SI,SI,NO,SI,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.20305030109,-77.2760846528,67.0,59.0,70.0,73.0,55.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,0.918314051,-77.56591205,51.0,66.0,47.0,55.0,53.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.427457,-77.08494,59.0,52.0,65.0,62.0,50.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21209026615,-77.2879477057,61.0,61.0,63.0,61.0,75.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.3675,-77.2375,58.0,71.0,72.0,64.0,71.0
NO,F,NO,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.1995748,-77.25528317,71.0,100.0,81.0,78.0,84.0
SI,F,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.21909874654,-77.2712898468,56.0,69.0,58.0,63.0,53.0
NO,F,NO,NO,NO,NO,NO,NO OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,0.815,-76.4922222222,61.0,57.0,51.0,55.0,57.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.08446759,-77.61829208,58.0,75.0,64.0,68.0,62.0
SI,F,SI,SI,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.213937185,-77.29197994,61.0,66.0,68.0,69.0,65.0
SI,M,NO,SI,NO,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.21925073672,-77.2801124599,63.0,62.0,65.0,59.0,53.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,18.0,1.08926302738,-77.6192444977,70.0,59.0,63.0,64.0,62.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.130663737,-77.54741032,74.0,65.0,67.0,70.0,67.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.208512944,-77.27841225,67.0,74.0,59.0,66.0,71.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.21209026615,-77.2879477057,67.0,66.0,63.0,73.0,77.0
SI,F,NO,SI,NO,SI,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.223084135,-77.28266784,79.0,75.0,75.0,78.0,77.0
SI,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.66416666667,-77.1613888889,62.0,64.0,61.0,67.0,62.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.207731502,-77.29410303,66.0,75.0,72.0,73.0,74.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.193877248,-77.26954414,68.0,69.0,58.0,66.0,65.0
NO,F,NO,SI,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.208512944,-77.27841225,67.0,59.0,64.0,62.0,61.0
SI,F,NO,SI,NO,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.20305030109,-77.2760846528,73.0,63.0,76.0,74.0,69.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.08446759,-77.61829208,67.0,71.0,62.0,66.0,69.0
SI,F,SI,SI,NO,SI,SI,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,15.0,0.824326468813,-77.6429644703,72.0,54.0,59.0,61.0,47.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,0.910000497,-77.78946493,66.0,73.0,68.0,73.0,70.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.206618255,-77.46568021,65.0,67.0,66.0,68.0,68.0
SI,F,SI,NO,NO,NO,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,0.80851086,-77.306337,62.0,59.0,62.0,58.0,64.0
SI,F,NO,NO,NO,NO,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.060245,-77.503043,63.0,54.0,53.0,59.0,47.0
SI,F,SI,SI,SI,SI,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.202607774,-77.29511392,72.0,80.0,78.0,72.0,76.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.02722222222,-76.6130555556,63.0,64.0,63.0,71.0,68.0
SI,F,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.205936423,-77.27559947,60.0,63.0,59.0,66.0,60.0
SI,F,NO,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,0.8347222,-77.65612856,64.0,65.0,63.0,68.0,76.0
SI,F,NO,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.207841955,-77.28933373,60.0,51.0,67.0,69.0,75.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.21209026615,-77.2879477057,62.0,68.0,63.0,60.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.41177770411,-77.3948804114,62.0,63.0,64.0,65.0,56.0
SI,F,NO,SI,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.21209026615,-77.2879477057,62.0,60.0,57.0,58.0,50.0
SI,F,NO,SI,SI,NO,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.208512944,-77.27841225,56.0,49.0,67.0,63.0,75.0
SI,F,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.428692532,-77.09668318,65.0,44.0,55.0,56.0,44.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.08926302738,-77.6192444977,48.0,56.0,41.0,41.0,58.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,0.822931730622,-77.6343422846,59.0,58.0,55.0,58.0,56.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.208512944,-77.27841225,66.0,58.0,60.0,64.0,66.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.059065247,-77.443262,55.0,54.0,61.0,67.0,46.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.4749402,-77.08041954,74.0,60.0,63.0,63.0,52.0
SI,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,0.827031535156,-77.633349501,52.0,68.0,55.0,57.0,52.0
NO,F,NO,SI,NO,NO,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.208512944,-77.27841225,67.0,73.0,66.0,77.0,70.0
NO,F,SI,NO,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.21209026615,-77.2879477057,64.0,61.0,67.0,64.0,64.0
